7.142857,25.714285,-391.836731,0.187970,0.676692,-3.528862
5.714286,25.714285,-391.836731,0.150376,0.676692,-3.528862
8.571428,25.714285,-391.836731,0.225564,0.676692,-3.528862
10.000000,25.714285,-391.836731,0.263158,0.676692,-3.528862
12.857142,25.714285,-391.836731,0.338346,0.676692,-3.528862
15.714286,25.714285,-391.836731,0.413534,0.676692,-3.528862
20.000000,25.714285,-391.836731,0.526316,0.676692,-3.528862
14.285714,25.714285,-391.836731,0.375940,0.676692,-3.528862
18.571428,25.714285,-391.836731,0.488722,0.676692,-3.528862
11.428572,25.714285,-391.836731,0.300752,0.676692,-3.528862
17.142857,25.714285,-391.836731,0.451128,0.676692,-3.528862
22.857143,25.714285,-391.836731,0.601504,0.676692,-3.528862
21.428572,25.714285,-391.836731,0.563910,0.676692,-3.528862
24.285715,25.714285,-391.836731,0.639098,0.676692,-3.528862
25.714285,25.714285,-391.836731,0.676692,0.676692,-3.528862
30.000000,25.714285,-391.836731,0.789474,0.676692,-3.528862
34.285713,25.714285,-391.836731,0.902256,0.676692,-3.528862
28.571428,25.714285,-391.836731,0.751880,0.676692,-3.528862
27.142857,25.714285,-391.836731,0.714286,0.676692,-3.528862
38.571430,25.714285,-391.836731,1.015038,0.676692,-3.528862
32.857143,25.714285,-391.836731,0.864662,0.676692,-3.528862
31.428572,25.714285,-391.836731,0.827068,0.676692,-3.528862
35.714287,25.714285,-391.836731,0.939850,0.676692,-3.528862
37.142857,25.714285,-391.836731,0.977444,0.676692,-3.528862
41.428570,25.714285,-391.836731,1.090226,0.676692,-3.528862
40.000000,25.714285,-391.836731,1.052632,0.676692,-3.528862
48.571430,25.714285,-391.836731,1.278196,0.676692,-3.528862
42.857143,25.714285,-391.836731,1.127820,0.676692,-3.528862
44.285713,25.714285,-391.836731,1.165413,0.676692,-3.528862
45.714287,25.714285,-391.836731,1.203008,0.676692,-3.528862
47.142857,25.714285,-391.836731,1.240602,0.676692,-3.528862
51.428570,25.714285,-391.836731,1.353383,0.676692,-3.528862
52.857143,25.714285,-391.836731,1.390978,0.676692,-3.528862
50.000000,25.714285,-391.836731,1.315789,0.676692,-3.528862
55.714287,25.714285,-391.836731,1.466165,0.676692,-3.528862
57.142857,25.714285,-391.836731,1.503759,0.676692,-3.528862
54.285713,25.714285,-391.836731,1.428571,0.676692,-3.528862
58.571430,25.714285,-391.836731,1.541353,0.676692,-3.528862
61.428570,25.714285,-391.836731,1.616541,0.676692,-3.528862
60.000000,25.714285,-391.836731,1.578947,0.676692,-3.528862
65.714287,25.714285,-391.836731,1.729323,0.676692,-3.528862
64.285713,25.714285,-391.836731,1.691729,0.676692,-3.528862
62.857143,25.714285,-391.836731,1.654135,0.676692,-3.528862
70.000000,25.714285,-391.836731,1.842105,0.676692,-3.528862
0.000000,27.142857,-391.836731,0.000000,0.714286,-3.528862
7.142857,27.142857,-391.836731,0.187970,0.714286,-3.528862
68.571426,25.714285,-391.836731,1.804511,0.676692,-3.528862
67.142860,25.714285,-391.836731,1.766917,0.676692,-3.528862
8.571428,27.142857,-391.836731,0.225564,0.714286,-3.528862
1.428571,27.142857,-391.836731,0.037594,0.714286,-3.528862
2.857143,27.142857,-391.836731,0.075188,0.714286,-3.528862
12.857142,27.142857,-391.836731,0.338346,0.714286,-3.528862
15.714286,27.142857,-391.836731,0.413534,0.714286,-3.528862
10.000000,27.142857,-391.836731,0.263158,0.714286,-3.528862
11.428572,27.142857,-391.836731,0.300752,0.714286,-3.528862
5.714286,27.142857,-391.836731,0.150376,0.714286,-3.528862
4.285714,27.142857,-391.836731,0.112782,0.714286,-3.528862
14.285714,27.142857,-391.836731,0.375940,0.714286,-3.528862
24.285715,27.142857,-391.836731,0.639098,0.714286,-3.528862
22.857143,27.142857,-391.836731,0.601504,0.714286,-3.528862
17.142857,27.142857,-391.836731,0.451128,0.714286,-3.528862
25.714285,27.142857,-391.836731,0.676692,0.714286,-3.528862
27.142857,27.142857,-391.836731,0.714286,0.714286,-3.528862
